PRIMARYSAMPLEBARCODE,COLLECTIONDATE,MATTYPE,SPECIES,SPECIES EN,SPECIES LATIN,Location,BirdId
18TV1071,21-10-2018,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almere, Nederland",11390454
18TV1450,27-10-2018,Cloacal/throat swab,Knobbelzwaan,Mute swan,Cygnus olor,"Vleuten, Nederland",11483122
18TV1108,26-10-2018,Cloacal/throat swab,Zwarte Kraai,Carrion Crow,Corvus corone,"Sibrandabuorren, Nederland",11390180
18TV1094,26-10-2018,Cloacal/throat swab,Zwarte Kraai,Carrion Crow,Corvus corone,"Sibrandabuorren, Nederland",11390175
18TV1103,29-10-2018,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Sibrandabuorren, Nederland",11398464
18TV1371,28-10-2018,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Lelystad, Nederland",10108403
18TV1099,29-10-2018,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Sibrandabuorren, Nederland",11398471
18TV1116,28-10-2018,Cloacal/throat swab,Zwarte Kraai,Carrion Crow,Corvus corone,"Sibrandabuorren, Nederland",11396181
18TV1666,28-10-2018,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",11392095
18TV0947,28-10-2018,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",11457456
18TV1521,31-10-2018,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",11406671
18TV1387,04-11-2018,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Lelystad, Nederland",8524387
17TV1561,21-03-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Reusel, Nederland",11716486
19TV0151,23-03-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",11196300
19TV0129,23-03-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",11716776
18TV1926,23-03-2019,Cloacal/throat swab,Koperwiek,Redwing,Turdus iliacus,"Dronten, Nederland",11724877
18TV1669,23-03-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",11716843
18TV1940,23-03-2019,Cloacal/throat swab,Koperwiek,Redwing,Turdus iliacus,"Dronten, Nederland",11724876
19TV0019,24-03-2019,Cloacal/throat swab,Grutto,Black-tailed Godwit,Limosa limosa,"Poppenwier, Nederland",11717174
19TV0148,26-03-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Overdinkel, Nederland",11717841
18TV1536,27-03-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Goor, Nederland",11821386
17TV1519,27-03-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Reusel, Nederland",11718740
19TV0150,28-03-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Overdinkel, Nederland",11719185
19TV0147,28-03-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Overdinkel, Nederland",11719183
19TV0161,28-03-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",11719186
19TV0007,27-03-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Sibrandabuorren, Nederland",11374405
19TV0145,28-03-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",11148826
19TV0080,30-03-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",11760111
19TV0096,30-03-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",11249165
19TV0070,30-03-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",11385679
18TV1946,30-03-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Dronten, Nederland",11724882
19TV0072,30-03-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",11313644
19TV0117,30-03-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Maastricht, Nederland",11724553
18TV1923,30-03-2019,Cloacal/throat swab,Watersnip,Common Snipe,Gallinago gallinago,"Dronten, Nederland",11724885
19TV0108,30-03-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Maastricht, Nederland",11724587
19TV0045,29-03-2019,Cloacal/throat swab,Havik,Northern Goshawk,Accipiter gentilis,"Irnsum, Nederland",11719941
18TV1706,30-03-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",11213174
19TV0115,30-03-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Maastricht, Nederland",11724534
19TV0133,31-03-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Overdinkel, Nederland",11720911
19TV0005,30-03-2019,Cloacal/throat swab,Wilde Eend,Mallard,Anas platyrhynchos,"Sibrandabuorren, Nederland",11719942
18TV1367,29-03-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Lelystad, Nederland",9429888
19TV0114,29-03-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Maastricht, Nederland",11724493
19TV0134,30-03-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",11720900
19TV0116,29-03-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Maastricht, Nederland",11724500
19TV0354,30-03-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Eastermar, Nederland",11720710
18TV1922,30-03-2019,Cloacal/throat swab,Koperwiek,Redwing,Turdus iliacus,"Dronten, Nederland",11724883
18TV1377,29-03-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Lelystad, Nederland",11204359
18TV0548,30-03-2019,Cloacal/throat swab,Koperwiek,Redwing,Turdus iliacus,"Dronten, Nederland",11724884
18TV1266,31-03-2019,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Liessel, Nederland",11720754
19TV0334,30-03-2019,Cloacal/throat swab,Sperwer,Eurasian Sparrowhawk,Accipiter nisus,"Eastermar, Nederland",11720711
19TV0143,29-03-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Overdinkel, Nederland",11720906
19TV0126,31-03-2019,Cloacal/throat swab,Koperwiek,Redwing,Turdus iliacus,"Naarden, Nederland",11884364
18TV1809,02-04-2019,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"IJmuiden, Nederland",11721816
18TV1652,04-04-2019,Cloacal/throat swab,Groenling,European Greenfinch,Chloris chloris,"Utrecht, Nederland",11798980
17TV1524,04-04-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Reusel, Nederland",10506361
18TV1600,07-04-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",11885559
19TV0055,07-04-2019,Cloacal/throat swab,Kievit,Northern Lapwing,Vanellus vanellus,"Maarssen, Nederland",11847592
18TV0219,07-04-2019,Cloacal/throat swab,Rietzanger,Sedge Warbler,Acrocephalus schoenobaenus,"Naarden, Nederland",11885551
19TV0345,06-04-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",10108857
17TV1895,07-04-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Almere, Nederland",11728375
18TV1596,07-04-2019,Cloacal/throat swab,Blauwborst,Bluethroat,Luscinia svecica,"Naarden, Nederland",11885549
19TV0533,07-04-2019,Cloacal/throat swab,Spreeuw,Common Starling,Sturnus vulgaris,"Sumar, Nederland",11146963
19TV0359,06-04-2019,Cloacal/throat swab,Blauwborst,Bluethroat,Luscinia svecica,"Eastermar, Nederland",11725978
19TV0265,08-04-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Arrien, Nederland",11764640
19TV0409,07-04-2019,Cloacal/throat swab,Spreeuw,Common Starling,Sturnus vulgaris,"Dwingeloo, Nederland",11751105
19TV0618,06-04-2019,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",11798901
19TV0319,09-04-2019,Cloacal/throat swab,Spreeuw,Common Starling,Sturnus vulgaris,Nederland,
19TV0623,06-04-2019,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",11730130
19TV0071,06-04-2019,Cloacal/throat swab,Roodborst,European Robin,Erithacus rubecula,"Utrecht, Nederland",11730973
19TV0603,06-04-2019,Cloacal/throat swab,Ekster,Eurasian Magpie,Pica pica,"Utrecht, Nederland",11730932
19TV0616,06-04-2019,Cloacal/throat swab,Putter,European Goldfinch,Carduelis carduelis,"Utrecht, Nederland",11730968
19TV0619,06-04-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",11483186
17TV1520,09-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Reusel, Nederland",11737476
19TV0626,06-04-2019,Cloacal/throat swab,Blauwborst,Bluethroat,Luscinia svecica,"Utrecht, Nederland",11730966
19TV0589,06-04-2019,Cloacal/throat swab,Koolmees,Great Tit,Parus major,"Utrecht, Nederland",11730970
18TV0418,07-04-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almere, Nederland",11726442
18TV1884,07-04-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",11726444
19TV0350,12-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Eastermar, Nederland",11727693
18TV1907,13-04-2019,Cloacal/throat swab,Watersnip,Common Snipe,Gallinago gallinago,"Dronten, Nederland",11731897
19TV0380,11-04-2019,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Liessel, Nederland",11727511
19TV0336,13-04-2019,Cloacal/throat swab,Rietzanger,Sedge Warbler,Acrocephalus schoenobaenus,"Eastermar, Nederland",11727706
18TV0733,13-04-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Markelo, Nederland",12047128
18TV1384,12-04-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Lelystad, Nederland",10037934
18TV0686,14-04-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Utrecht, Nederland",11798986
19TV0383,11-04-2019,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Liessel, Nederland",11727510
19TV0231,13-04-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",11313644
19TV0397,12-04-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Zandvoort, Nederland",11727496
18TV1906,08-04-2019,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"IJmuiden, Nederland",11726376
19TV0267,16-04-2019,Cloacal/throat swab,Knobbelzwaan,Mute swan,Cygnus olor,"Drachten, Nederland",12136098
19TV0652,16-04-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Bant, Nederland",11738085
19TV0364,14-04-2019,Cloacal/throat swab,Gekraagde Roodstaart,Common Redstart,Phoenicurus phoenicurus,"Overdinkel, Nederland",11728390
19TV0549,17-04-2019,Cloacal/throat swab,Witgat,Green Sandpiper,Tringa ochropus,"Sumar, Nederland",11731159
19TV0402,10-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Ankeveen, Nederland",11791245
19TV0558,18-04-2019,Cloacal/throat swab,Boerenzwaluw,Barn swallow,Hirundo rustica,"Sumar, Nederland",11731162
19TV0331,18-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Overdinkel, Nederland",11729893
19TV0337,17-04-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",11729121
19TV0113,22-04-2019,Cloacal/throat swab,Grasmus,Common Whitethroat,Curruca communis,"Maastricht, Nederland",11732874
19TV0353,19-04-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Eastermar, Nederland",11730142
19TV0555,20-04-2019,Cloacal/throat swab,Sprinkhaanzanger,Common Grasshopper Warbler,Locustella naevia,"Eastermar, Nederland",11730419
19TV0110,21-04-2019,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Maastricht, Nederland",11732852
19TV0104,21-04-2019,Cloacal/throat swab,Gekraagde Roodstaart,Common Redstart,Phoenicurus phoenicurus,"Maastricht, Nederland",11732857
19TV0121,21-04-2019,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Maastricht, Nederland",11732853
18TV1606,21-04-2019,Cloacal/throat swab,Gekraagde Roodstaart,Common Redstart,Phoenicurus phoenicurus,"Naarden, Nederland",11886052
19TV0120,21-04-2019,Cloacal/throat swab,Koperwiek,Redwing,Turdus iliacus,"Naarden, Nederland",11886098
19TV0551,21-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Sumar, Nederland",11731166
19TV0536,21-04-2019,Cloacal/throat swab,Buizerd,Common Buzzard,Buteo buteo,"Sumar, Nederland",11731168
19TV0002,22-04-2019,Cloacal/throat swab,Wilde Eend,Mallard,Anas platyrhynchos,"Sibrandabuorren, Nederland",11748115
19TV0021,20-04-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Sibrandabuorren, Nederland",11731245
19TV0009,21-04-2019,Cloacal/throat swab,Tureluur,Common Redshank,Tringa totanus,"Irnsum, Nederland",11731248
19TV0335,19-04-2019,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Overdinkel, Nederland",11730393
19TV0008,20-04-2019,Cloacal/throat swab,Sperwer,Eurasian Sparrowhawk,Accipiter nisus,"Sibrandabuorren, Nederland",11731246
19TV0288,20-04-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Terwolde, Nederland",11788584
19TV0578,19-04-2019,Cloacal/throat swab,Gekraagde Roodstaart,Common Redstart,Phoenicurus phoenicurus,"Sumar, Nederland",11731163
19TV0530,19-04-2019,Cloacal/throat swab,Torenvalk,Common Kestrel,Falco tinnunculus,"Sumar, Nederland",11731164
19TV0446,20-04-2019,Cloacal/throat swab,Beflijster,Ring Ouzel,Turdus torquatus,"Zandvoort, Nederland",11732352
19TV0277,22-04-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Hoogenweg, Nederland",11740865
18TV1409,20-04-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Kampen, Nederland",12090544
19TV0531,20-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Vierakker, Nederland",11779454
19TV0646,19-04-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Luttelgeest, Nederland",11731309
19TV0238,19-04-2019,Cloacal/throat swab,Ekster,Eurasian Magpie,Pica pica,"Luttelgeest, Nederland",12017826
19TV0389,20-04-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Vierakker, Nederland",11779542
19TV0346,20-04-2019,Cloacal/throat swab,Grasmus,Common Whitethroat,Curruca communis,"Overdinkel, Nederland",11730394
17TV0434,20-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Kampen, Nederland",12090543
19TV0454,25-04-2019,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Zandvoort, Nederland",11181502
19TV0065,24-04-2019,Cloacal/throat swab,Meerkoet,Eurasian Coot,Fulica atra,"Utrecht, Nederland",11760106
19TV0698,25-04-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Wageningen, Nederland",11731660
18TV0139,21-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Heusden, Nederland",11730488
19TV0416,22-04-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Ankeveen, Nederland",9975873
18TV1275,19-04-2019,Cloacal/throat swab,Sprinkhaanzanger,Common Grasshopper Warbler,Locustella naevia,"Heusden, Nederland",11730222
17TV1889,25-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Almen, Nederland",11190324
19TV0710,25-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Wageningen, Nederland",11728525
19TV0433,25-04-2019,Cloacal/throat swab,Rietzanger,Sedge Warbler,Acrocephalus schoenobaenus,"Zandvoort, Nederland",11732331
18TV0646,22-04-2019,Cloacal/throat swab,Paapje,Whinchat,Saxicola rubetra,"Dronten, Nederland",11735622
19TV0123,24-04-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Lelystad, Nederland",11732483
19TV0105,24-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Lelystad, Nederland",11732481
18TV0641,22-04-2019,Cloacal/throat swab,Koekoek,Common Cuckoo,Cuculus canorus,"Dronten, Nederland",11732486
17TV1879,20-04-2019,Cloacal/throat swab,Boompieper,Tree pipit,Anthus trivialis,"Dronten, Nederland",11731968
18TV0550,20-04-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Dronten, Nederland",11731904
18TV1366,25-04-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almen, Nederland",11732775
19TV0597,24-04-2019,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Assen, Nederland",11732652
18TV1645,25-04-2019,Cloacal/throat swab,Meerkoet,Eurasian Coot,Fulica atra,"Utrecht, Nederland",11760107
18TV0555,22-04-2019,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",11762014
18TV0496,22-04-2019,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",11762015
19TV0724,25-04-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10043480
19TV0632,28-04-2019,Cloacal/throat swab,Grasmus,Common Whitethroat,Curruca communis,"Utrecht, Nederland",11760230
19TV0620,28-04-2019,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Utrecht, Nederland",11760221
19TV0771,25-04-2019,Cloacal/throat swab,Zwarte Kraai,Carrion Crow,Corvus corone,"Sibrandabuorren, Nederland",11396181
19TV0006,28-04-2019,Cloacal/throat swab,Zwarte Kraai,Carrion Crow,Corvus corone,"Sibrandabuorren, Nederland",11733820
19TV0685,27-04-2019,Cloacal/throat swab,Nachtegaal,Common Nightingale,Luscinia megarhynchos,"Dronten, Nederland",11735711
19TV0010,26-04-2019,Cloacal/throat swab,Zwarte Kraai,Carrion Crow,Corvus corone,"Sibrandabuorren, Nederland",11732435
18TV0871,26-04-2019,Cloacal/throat swab,Kwartel,Common Quail,Coturnix coturnix,"Rosmalen, Nederland",290533
18TV1607,28-04-2019,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Naarden, Nederland",11886123
19TV0392,29-04-2019,Cloacal/throat swab,Grasmus,Common Whitethroat,Curruca communis,"Zandvoort, Nederland",11735676
19TV0478,29-04-2019,Cloacal/throat swab,Sprinkhaanzanger,Common Grasshopper Warbler,Locustella naevia,"Zandvoort, Nederland",11735677
19TV0232,29-04-2019,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Bant, Nederland",11755662
19TV0228,29-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Bant, Nederland",11755670
19TV0040,29-04-2019,Cloacal/throat swab,Ekster,Eurasian Magpie,Pica pica,"Sibrandabuorren, Nederland",11734777
19TV0426,30-04-2019,Cloacal/throat swab,Gekraagde Roodstaart,Common Redstart,Phoenicurus phoenicurus,"Luttelgeest, Nederland",11736069
19TV0744,30-04-2019,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Eastermar, Nederland",11142329
19TV0747,30-04-2019,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Eastermar, Nederland",9281774
19TV0463,30-04-2019,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Bentveld, Nederland",11735698
19TV0746,30-04-2019,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Eastermar, Nederland",11164978
18TV1408,26-04-2019,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Kampen, Nederland",12090564
19TV0286,01-05-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Klarenbeek, Nederland",11914613
19TV0300,30-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Luttelgeest, Nederland",11736074
18TV1488,26-04-2019,Cloacal/throat swab,Blauwborst,Bluethroat,Luscinia svecica,"Kampen, Nederland",12090561
19TV0809,01-05-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Lelystad, Nederland",11737329
19TV0320,01-05-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Lelystad, Nederland",11737349
19TV0811,01-05-2019,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Lelystad, Nederland",11737330
18TV1718,01-05-2019,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Wassenaar, Nederland",11249776
18TV1708,01-05-2019,Cloacal/throat swab,Nachtegaal,Common Nightingale,Luscinia megarhynchos,"Wassenaar, Nederland",11884608
18TV1712,01-05-2019,Cloacal/throat swab,Sprinkhaanzanger,Common Grasshopper Warbler,Locustella naevia,"Wassenaar, Nederland",11884601
18TV1713,01-05-2019,Cloacal/throat swab,Grasmus,Common Whitethroat,Curruca communis,"Wassenaar, Nederland",11884532
19TV0188,20-04-2019,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Almere, Nederland",10376773
19TV0194,20-04-2019,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Almere, Nederland",11731800
19TV0193,20-04-2019,Cloacal/throat swab,Grasmus,Common Whitethroat,Curruca communis,"Almere, Nederland",11731770
19TV0172,20-04-2019,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Almere, Nederland",11731776
19TV0776,05-05-2019,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Sibrandabuorren, Nederland",11398464
18TV0920,03-05-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Schiermonnikoog, Nederland",12013382
18TV0905,03-05-2019,Cloacal/throat swab,Rietzanger,Sedge Warbler,Acrocephalus schoenobaenus,"Schiermonnikoog, Nederland",12013392
19TV0069,04-05-2019,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Utrecht, Nederland",11760257
18TV1498,05-05-2019,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Naarden, Nederland",11886162
18TV0537,05-05-2019,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",11798988
19TV0800,03-05-2019,Cloacal/throat swab,Zwarte Kraai,Carrion Crow,Corvus corone,"Moddergat, Nederland",11738851
19TV0734,03-05-2019,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Ospel, Nederland",11738269
19TV0703,04-05-2019,Cloacal/throat swab,Koekoek,Common Cuckoo,Cuculus canorus,"Dronten, Nederland",11739746
19TV0774,05-05-2019,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Sibrandabuorren, Nederland",11745204
