PRIMARYSAMPLEBARCODE,COLLECTIONDATE,MATTYPE,SPECIES,SPECIES EN,SPECIES LATIN,Location,BirdId
16TV0381,19-06-2016,Cloacal/throat swab,Braamsluiper,Lesser Whitethroat,Sylvia curruca,"Almere, Nederland",9970020
16TV0722,21-06-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Weesp, Nederland",10146839
16TV0599,18-06-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9869295
16TV0918,20-06-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Weesp, Nederland",10146832
16TV0523,18-06-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9361856
16TV0600,18-06-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9780872
16TV0242,22-06-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9707053
16TV0790,24-06-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Weesp, Nederland",10146841
16TV0503,18-06-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9973000
16TV0242,22-06-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9707053
16TV0790,24-06-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Weesp, Nederland",10146841
16TV0995,23-06-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Weesp, Nederland",10146840
16TV0818,19-06-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Naarden, Nederland",10086963
16TV0616,17-06-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9971835
16TV0624,17-06-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9971836
16TV0625,17-06-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9971837
16TV0250,29-06-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9976667
16TV0268,02-07-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9979047
16TV0995,23-06-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Weesp, Nederland",10146840
16TV0818,19-06-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Naarden, Nederland",10086963
16TV0616,17-06-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9971835
16TV0624,17-06-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9971836
16TV0625,17-06-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9971837
16TV0250,29-06-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9976667
16TV0268,02-07-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9979047
16TV0888,09-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9987150
16TV0642,09-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9987143
16TV0602,09-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9987146
16TV0856,09-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9987151
16TV0502,09-07-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9221868
16TV0658,09-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9987148
16TV0598,09-07-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9780912
16TV0520,09-07-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9361856
16TV0517,14-07-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9228969
16TV0888,09-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9987150
16TV0642,09-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9987143
16TV0602,09-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9987146
16TV0856,09-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9987151
16TV0502,09-07-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9221868
16TV0658,09-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9987148
16TV0598,09-07-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9780912
16TV0520,09-07-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9361856
16TV0517,14-07-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9228969
16TV0195,26-07-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Lelystad, Nederland",11143936
16TV0861,15-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9992227
16TV0858,15-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9992226
16TV0195,26-07-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Lelystad, Nederland",11143936
16TV0861,15-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9992227
16TV0858,15-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9992226
16TV0401,30-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10006778
16TV0694,09-08-2016,Cloacal/throat swab,wespendief,European Honey Buzzard,Pernis apivorus,"Lochem, Nederland",10175510
16TV0393,30-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10006777
16TV0404,30-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10006779
16TV0398,30-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10006780
16TV0401,30-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10006778
16TV0694,09-08-2016,Cloacal/throat swab,wespendief,European Honey Buzzard,Pernis apivorus,"Lochem, Nederland",10175510
16TV0393,30-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10006777
16TV0404,30-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10006779
16TV0398,30-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10006780
16TV0385,30-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10006781
16TV0667,09-08-2016,Cloacal/throat swab,wespendief,European Honey Buzzard,Pernis apivorus,"Lochem, Nederland",1096735
16TV0990,19-08-2016,Cloacal/throat swab,Gekraagde Roodstaart,Common Redstart,Phoenicurus phoenicurus,"Schiermonnikoog, Nederland",9981611
16TV0933,02-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0762,02-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0771,02-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0730,02-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0750,02-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0385,30-07-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10006781
16TV0667,09-08-2016,Cloacal/throat swab,wespendief,European Honey Buzzard,Pernis apivorus,"Lochem, Nederland",1096735
16TV0990,19-08-2016,Cloacal/throat swab,Gekraagde Roodstaart,Common Redstart,Phoenicurus phoenicurus,"Schiermonnikoog, Nederland",9981611
16TV0933,02-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0762,02-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0771,02-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0730,02-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0750,02-09-2016,Cloacal/throat swab,aalscholver,Great cormorant,Phalacrocorax carbo,"Ijsselmeer, Nederland",
16TV0514,04-09-2016,Cloacal/throat swab,knobbelzwaan,Mute swan,Cygnus olor,"Almere, Nederland",9221589
16TV0586,04-09-2016,Cloacal/throat swab,knobbelzwaan,Mute swan,Cygnus olor,"Almere, Nederland",2831817
16TV0581,04-09-2016,Cloacal/throat swab,knobbelzwaan,Mute swan,Cygnus olor,"Almere, Nederland",7860853
16TV0679,09-09-2016,Cloacal/throat swab,wilde eend,Mallard,Anas platyrhynchos,"Warmond, Nederland",10074582
16TV0272,09-09-2016,Cloacal/throat swab,krakeend,Gadwall,Mareca strepera,"Warmond, Nederland",10074588
16TV0167,12-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9433014
16TV0230,15-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10069565
16TV0082,15-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10076988
16TV1019,14-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Olst, Nederland",10171785
16TV0586,04-09-2016,Cloacal/throat swab,knobbelzwaan,Mute swan,Cygnus olor,"Almere, Nederland",2831817
16TV0581,04-09-2016,Cloacal/throat swab,knobbelzwaan,Mute swan,Cygnus olor,"Almere, Nederland",7860853
16TV0679,09-09-2016,Cloacal/throat swab,wilde eend,Mallard,Anas platyrhynchos,"Warmond, Nederland",10074582
16TV0272,09-09-2016,Cloacal/throat swab,krakeend,Gadwall,Mareca strepera,"Warmond, Nederland",10074588
16TV0167,12-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9433014
16TV0230,15-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10069565
16TV0082,15-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10076988
16TV1019,14-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Olst, Nederland",10171785
16TV1004,16-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10071312
16TV0759,18-09-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Berg en Dal, Nederland",10116264
16TV1076,17-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10076547
16TV1026,16-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10071309
16TV0037,18-09-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Berg en Dal, Nederland",10116262
16TV0501,17-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10043473
16TV1090,18-09-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Berg en Dal, Nederland",8744117
16TV1004,16-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10071312
16TV0759,18-09-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Berg en Dal, Nederland",10116264
16TV1076,17-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10076547
16TV1026,16-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10071309
16TV0037,18-09-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Berg en Dal, Nederland",10116262
16TV0501,17-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10043473
16TV1090,18-09-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Berg en Dal, Nederland",8744117
16TV1036,18-09-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Berg en Dal, Nederland",10116263
16TV0514,04-09-2016,Cloacal/throat swab,knobbelzwaan,Mute swan,Cygnus olor,"Almere, Nederland",9221589
16TV0917,17-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10101200
16TV0485,17-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10076945
16TV1060,20-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Uden, Nederland",10081910
16TV0093,16-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10076994
16TV0331,08-09-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10083089
16TV1036,18-09-2016,Cloacal/throat swab,Huismus,House Sparrow,Passer domesticus,"Berg en Dal, Nederland",10116263
16TV0514,04-09-2016,Cloacal/throat swab,knobbelzwaan,Mute swan,Cygnus olor,"Almere, Nederland",9221589
16TV0917,17-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10101200
16TV0485,17-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10076945
16TV1060,20-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Uden, Nederland",10081910
16TV0093,16-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10076994
16TV0331,08-09-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",10083089
16TV0308,18-03-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9797369
16TV0803,24-04-2016,Cloacal/throat swab,tureluur,Common Redshank,Tringa totanus,"Sneek, Nederland",9944536
16TV0301,18-03-2016,Cloacal/throat swab,kleine rietgans,Pink-footed Goose,Anser brachyrhynchus,"Wageningen, Nederland",
16TV0916,02-04-2016,Cloacal/throat swab,Gaai,Eurasian Jay,Garrulus glandarius,"Wageningen, Nederland",9940672
16TV0873,02-04-2016,Cloacal/throat swab,Gaai,Eurasian Jay,Garrulus glandarius,"Wageningen, Nederland",9940674
16TV0744,18-03-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9869297
16TV0308,18-03-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9797369
16TV0301,18-03-2016,Cloacal/throat swab,kleine rietgans,Pink-footed Goose,Anser brachyrhynchus,"Wageningen, Nederland",
16TV0916,02-04-2016,Cloacal/throat swab,Gaai,Eurasian Jay,Garrulus glandarius,"Wageningen, Nederland",9940672
16TV0873,02-04-2016,Cloacal/throat swab,Gaai,Eurasian Jay,Garrulus glandarius,"Wageningen, Nederland",9940674
16TV0550,23-04-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Wageningen, Nederland",9940663
16TV0462,23-04-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9214754
16TV0016,08-05-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",9953610
16TV0540,23-04-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9797289
16TV0457,23-04-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9272171
16TV0539,23-04-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9960494
16TV0101,30-04-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9946633
16TV0210,01-05-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9946772
16TV0732,05-05-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Weesp, Nederland",9948872
16TV0181,09-05-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9949673
16TV0550,23-04-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Wageningen, Nederland",9940663
16TV0462,23-04-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9214754
16TV0540,23-04-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9797289
16TV0744,18-03-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9869297
16TV0457,23-04-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9272171
16TV0539,23-04-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9960494
16TV0101,30-04-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9946633
16TV0210,01-05-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9946772
16TV0732,05-05-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Weesp, Nederland",9948872
16TV0181,09-05-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9949673
16TV0177,06-05-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9949672
16TV0020,08-05-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",9953611
16TV0992,06-05-2016,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Kampen, Nederland",9948949
16TV0927,06-05-2016,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Kampen, Nederland",9948948
16TV0016,08-05-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",9953610
16TV0803,24-04-2016,Cloacal/throat swab,tureluur,Common Redshank,Tringa totanus,"Sneek, Nederland",9944536
16TV0020,08-05-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",9953611
16TV0992,06-05-2016,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Kampen, Nederland",9948949
16TV0927,06-05-2016,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Kampen, Nederland",9948948
16TV0315,13-05-2016,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Schiermonnikoog, Nederland",9981616
16TV0176,13-05-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9951084
16TV0937,17-05-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Kampen, Nederland",9614003
16TV0176,13-05-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",9951084
16TV0937,17-05-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Kampen, Nederland",9614003
16TV0717,13-05-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Schiermonnikoog, Nederland",9868697
16TV0948,17-05-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Kampen, Nederland",9947375
16TV0988,17-05-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Kampen, Nederland",9295856
16TV0182,14-05-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",9953609
16TV0717,13-05-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Schiermonnikoog, Nederland",9868697
16TV0948,17-05-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Kampen, Nederland",9947375
16TV0315,13-05-2016,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Schiermonnikoog, Nederland",9981616
16TV0182,14-05-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",9953609
16TV0292,20-05-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9958374
16TV0304,21-05-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",9953653
16TV0285,20-05-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9958371
16TV0294,20-05-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9958375
16TV0292,20-05-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9958374
16TV0292,20-05-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9958374
16TV0304,21-05-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",9953653
16TV0285,20-05-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9958371
16TV0294,20-05-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9958375
16TV0288,20-05-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9958372
16TV0718,28-05-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Weesp, Nederland",9966358
16TV0288,20-05-2016,Cloacal/throat swab,Stadsduif,Feral pigeon,Columba livia domestica,"Groningen, Nederland",9958372
16TV0718,28-05-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Weesp, Nederland",9966358
16TV0991,27-05-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Kampen, Nederland",9956372
16TV0360,05-06-2016,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Kampen, Nederland",9330839
16TV0991,27-05-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Kampen, Nederland",9956372
16TV0360,05-06-2016,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Kampen, Nederland",9330839
16TV0347,05-06-2016,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Kampen, Nederland",9960685
16TV0043,05-06-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9797380
16TV0039,05-06-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9869295
16TV0347,05-06-2016,Cloacal/throat swab,Tuinfluiter,Garden Warbler,Sylvia borin,"Kampen, Nederland",9960685
16TV0805,12-06-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Naarden, Nederland",10086957
16TV0757,11-06-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Weesp, Nederland",9966360
16TV0996,12-06-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Naarden, Nederland",10086958
16TV0886,05-06-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Naarden, Nederland",10086962
16TV0805,12-06-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Naarden, Nederland",10086957
16TV0757,11-06-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Weesp, Nederland",9966360
16TV0996,12-06-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Naarden, Nederland",10086958
16TV0886,05-06-2016,Cloacal/throat swab,Kleine Karekiet,Eurasian Reed Warbler,Acrocephalus scirpaceus,"Naarden, Nederland",10086962
16TV1207,23-11-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10196235
16TV1276,22-11-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10202111
16TV0334,24-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10087591
16TV1042,01-10-2016,Cloacal/throat swab,Zwartkop,Eurasian Blackcap,Sylvia atricapilla,"Utrecht, Nederland",10097682
16TV0145,01-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"IJsselstein, Nederland",9858844
16TV0135,03-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10099546
16TV1046,01-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10170965
16TV0983,01-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",10043473
16TV0942,01-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Wageningen, Nederland",9613946
16TV1174,30-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Overdinkel, Nederland",10098177
16TV1047,30-09-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",10174631
16TV1051,30-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10097667
16TV0148,01-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Almere, Nederland",10097522
16TV0224,24-09-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Almere, Nederland",9775613
16TV0137,05-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104607
16TV0337,04-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Utrecht, Nederland",10104766
16TV0305,04-10-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10104767
16TV1171,04-10-2016,Cloacal/throat swab,Zanglijster,Song trush,Turdus philomeus,"Overdinkel, Nederland",10104606
16TV0216,29-05-2016,Cloacal/throat swab,blauwborst,Bluethroat,Luscinia svecica,"Almere, Nederland",9958553
16TV1047,30-09-2016,Cloacal/throat swab,Kauw,Western Jackdaw,Coloeus monedula,"Utrecht, Nederland",10174631
16TV1051,30-09-2016,Cloacal/throat swab,Merel,Common Blackbird,Turdus merula,"Utrecht, Nederland",10097667
